file,verdict,likely_front,failure_cat,max_ring,any_feature_a,flange_hough,total_marks,max_marks_hole,best_circ,top8_circs,n_holes,ok_corners,low_circ_corners,gate_miss_corners,hough_miss_corners,oof_corners
20260906_101054_CAM#000609_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,1,30,1
20260906_101055_CAM#000611_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,1,26,1
20260906_101056_CAM#000612_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,6,3,0.871,0.87|0.86|0.86|0.85|0.84|0.79|0.00|0.00,7,6,0,0,21,1
20260906_101057_CAM#000614_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,3,0,0,0,11,1
20260906_101058_CAM#000616_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,1,26,1
20260906_101059_CAM#000618_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),4,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,1,31,0
20260906_101100_CAM#000619_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,31,1
20260906_101112_CAM#000621_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,3,0,0,0,11,1
20260906_101115_CAM#000625_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2,0,0,0,8,0
20260906_101115_CAM#000626_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,27,1
20260906_101116_CAM#000628_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,1,25,2
20260906_101117_CAM#000629_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,31,1
20260906_101117_CAM#000630_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,5,2,0.891,0.89|0.89|0.87|0.87|0.80|0.00|0.00|0.00,5,5,0,2,13,0
20260906_101119_CAM#000633_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,1,27,0
20260906_101119_CAM#000634_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,2,1,0.867,0.87|0.87|0.74|0.70|0.00|0.00|0.00|0.00,8,2,2,2,25,1
20260906_101120_CAM#000636_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,2,1,0.826,0.83|0.83|0.00|0.00|0.00|0.00|0.00|0.00,7,2,0,0,25,1
20260906_101121_CAM#000637_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,1,1,0.796,0.80|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,1,0,2,24,1
20260906_101121_CAM#000638_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,3,1,0.858,0.86|0.84|0.78|0.00|0.00|0.00|0.00|0.00,8,3,0,0,29,0
20260906_101122_CAM#000639_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,6,0,0,2,22,0
20260906_101122_CAM#000640_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2,0,0,0,8,0
20260906_101124_CAM#000642_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,27,1
20260906_101125_CAM#000643_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,7,2,0.864,0.86|0.86|0.85|0.84|0.79|0.79|0.76|0.00,8,7,0,2,22,1
20260906_101127_CAM#000645_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,6,30,0
20260906_101129_CAM#000647_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,6,0,0,1,22,1
20260906_101129_CAM#000648_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,2,29,1
20260906_101130_CAM#000650_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,8,2,0.877,0.88|0.88|0.87|0.86|0.85|0.84|0.83|0.83,8,8,0,5,19,0
20260906_101132_CAM#000652_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,11,0,0,0,43,1
20260906_101132_CAM#000653_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,12,3,0.878,0.88|0.87|0.87|0.87|0.87|0.86|0.86|0.85,8,12,0,3,16,1
20260906_101133_CAM#000654_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,4,2,0.873,0.87|0.87|0.84|0.82|0.71|0.00|0.00|0.00,8,4,1,1,26,0
20260906_101134_CAM#000655_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,6,0,0,1,23,0
20260906_101135_CAM#000658_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,1,1,0.883,0.88|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2,1,0,0,7,0
20260906_101137_CAM#000660_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,1,1,0.775,0.78|0.00|0.00|0.00|0.00|0.00|0.00|0.00,5,1,0,0,19,0
20260906_101137_CAM#000661_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,1,30,1
20260906_101138_CAM#000663_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,3,32,1
20260906_101139_CAM#000664_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,4,0,0,0,16,0
20260906_101139_CAM#000665_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,3,29,0
20260906_101140_CAM#000666_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,11,2,0.928,0.93|0.93|0.87|0.87|0.87|0.87|0.87|0.86,8,11,0,3,17,1
20260906_101140_CAM#000667_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,5,0,0,0,20,0
20260906_101141_CAM#000669_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,4,27,1
20260906_101142_CAM#000670_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,6,0,0,1,23,0
20260906_101143_CAM#000673_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.729,0.73|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,1,0,27,0
20260906_101144_CAM#000674_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,3,3,0.89,0.89|0.86|0.86|0.00|0.00|0.00|0.00|0.00,9,3,0,7,24,2
20260906_101149_CAM#000675_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,1,1,0.874,0.87|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,1,0,2,24,1
20260906_101151_CAM#000677_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,9,2,0.877,0.88|0.88|0.86|0.86|0.85|0.85|0.85|0.85,7,9,6,3,9,1
20260906_101152_CAM#000680_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,5,0,0,0,19,1
20260906_101153_CAM#000681_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,1,1,0.893,0.89|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,1,0,1,30,0
20260906_101153_CAM#000682_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,8,3,0.879,0.88|0.88|0.87|0.86|0.86|0.86|0.86|0.86,6,8,0,0,16,0
20260906_101154_CAM#000683_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,3,0,0,1,11,0
20260906_101155_CAM#000685_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,1,30,1
20260906_101157_CAM#000689_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,1,1,0.867,0.87|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,1,0,0,27,0
20260906_101200_CAM#000693_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,7,2,0.873,0.87|0.87|0.87|0.87|0.86|0.85|0.84|0.00,6,7,0,0,17,0
20260906_101201_CAM#000694_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,1,1,0.842,0.84|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,1,0,2,28,1
20260906_101201_CAM#000695_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,1,1,0.881,0.88|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,1,0,1,26,0
20260906_101204_CAM#000698_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,11,0,0,3,37,4
20260906_101204_CAM#000699_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,3,0,0,1,11,0
20260906_101205_CAM#000700_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,1,35,0
20260906_101205_CAM#000701_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,1,30,5
20260906_101206_CAM#000702_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,11,0,0,1,40,3
20260906_101206_CAM#000703_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,28,0
20260906_101207_CAM#000704_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,10,0,0,0,38,2
20260906_101207_CAM#000705_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,1,1,0.801,0.80|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,1,0,0,34,1
20260906_101208_CAM#000706_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,2,1,0.835,0.83|0.82|0.00|0.00|0.00|0.00|0.00|0.00,6,2,0,0,21,1
20260906_101208_CAM#000707_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,26,2
20260906_101209_CAM#000708_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,2,29,1
20260906_101209_CAM#000709_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,26,2
20260906_101209_CAM#000710_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,11,0,0,0,42,2
20260906_101211_CAM#000713_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,5,30,1
20260906_101212_CAM#000715_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,11,0,0,1,39,4
20260906_101212_CAM#000716_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,0,34,2
20260906_101213_CAM#000717_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,0,34,2
20260906_101213_CAM#000718_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,4,27,1
20260906_101217_CAM#000722_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,31,1
20260906_101219_CAM#000727_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,1,1,0.766,0.77|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,1,0,1,26,0
20260906_101220_CAM#000729_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,14,4,0.889,0.89|0.88|0.87|0.87|0.87|0.86|0.86|0.86,8,14,2,1,14,1
20260906_101221_CAM#000731_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,3,0,0,0,12,0
20260906_101221_CAM#000732_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,3,0,0,0,12,0
20260906_101222_CAM#000733_NG_NO_FEATURE.jpg,NG_HOLE_NOT_FOUND,NO,-,0,False,,0,0,0.0,,0,0,0,0,0,0
20260906_101222_CAM#000734_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,27,1
20260906_101223_CAM#000736_NG_NO_FEATURE.jpg,NG_NO_FEATURE,NO,-,1,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00,2,0,0,1,6,1
20260906_101225_CAM#000737_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,1,27,0
20260906_101225_CAM#000738_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,1,1,0.883,0.88|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,1,0,3,30,2
20260906_101226_CAM#000740_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2,0,0,0,8,0
20260906_101227_CAM#000742_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,4,27,1
20260906_101228_CAM#000743_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,2,32,2
20260906_101229_CAM#000745_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,1,1,0.873,0.87|0.00|0.00|0.00|0.00|0.00|0.00|0.00,10,1,0,0,38,1
20260906_101229_CAM#000746_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,6,0,0,0,24,0
20260906_101230_CAM#000747_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,2,1,0.813,0.81|0.79|0.00|0.00|0.00|0.00|0.00|0.00,7,2,0,0,26,0
20260906_101231_CAM#000749_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,6,0,0,0,23,1
20260906_101232_CAM#000750_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,4,28,0
20260906_101232_CAM#000751_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,6,0,0,1,22,1
20260906_101233_CAM#000752_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,16,3,0.887,0.89|0.88|0.88|0.88|0.88|0.87|0.87|0.85,8,16,0,1,14,1
20260906_101233_CAM#000753_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,1,1,0.877,0.88|0.00|0.00|0.00|0.00|0.00|0.00|0.00,10,1,0,2,36,1
20260906_101234_CAM#000754_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,1,1,0.879,0.88|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,1,0,1,32,2
20260906_101236_CAM#000757_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,31,1
20260906_101236_CAM#000758_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,2,32,2
20260906_101236_CAM#000759_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,10,0,0,2,36,2
20260906_101237_CAM#000760_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,1,26,1
20260906_101237_CAM#000761_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,1,1,0.879,0.88|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,1,0,3,27,1
20260906_101238_CAM#000763_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,28,0
20260906_101239_CAM#000764_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,6,0,0,0,23,1
20260906_101239_CAM#000765_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,10,0,0,1,39,0
20260906_101241_CAM#000768_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),4,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,1,30,1
20260906_101241_CAM#000769_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,5,2,0.889,0.89|0.89|0.86|0.85|0.85|0.00|0.00|0.00,5,5,0,0,15,0
20260906_101243_CAM#000772_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,10,0,0,6,31,3
20260906_101243_CAM#000773_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00,2,0,0,0,6,2
20260906_101245_CAM#000777_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,3,0,0,0,10,2
20260906_101246_CAM#000779_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,4,2,0.881,0.88|0.88|0.87|0.87|0.00|0.00|0.00|0.00,4,4,0,0,12,0
20260906_101247_CAM#000781_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,1,26,1
20260906_101249_CAM#000783_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,10,0,0,0,40,0
20260906_101249_CAM#000784_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,12,4,0.868,0.87|0.87|0.87|0.87|0.86|0.86|0.86|0.86,8,12,0,4,15,1
20260906_101250_CAM#000785_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,7,2,0.873,0.87|0.87|0.87|0.86|0.85|0.84|0.83|0.00,7,7,0,1,20,0
20260906_101251_CAM#000787_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,3,31,2
20260906_101251_CAM#000788_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,25,3
20260906_101252_CAM#000789_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.708,0.71|0.00|0.00|0.00|0.00|0.00|0.00|0.00,11,0,1,2,39,2
20260906_101252_CAM#000790_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,31,1
20260906_101255_CAM#000793_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,11,0,0,1,41,2
20260906_101255_CAM#000794_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,6,0,0,0,23,1
20260906_101256_CAM#000795_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,8,2,0.871,0.87|0.87|0.87|0.86|0.86|0.84|0.83|0.76,8,8,0,1,22,1
20260906_101256_CAM#000796_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,4,0,0,0,15,1
20260906_101258_CAM#000799_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,4,29,3
20260906_101258_CAM#000800_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,10,2,0.879,0.88|0.88|0.87|0.87|0.87|0.86|0.86|0.86,8,10,0,3,18,1
20260906_101258_CAM#000801_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,7,2,0.869,0.87|0.87|0.86|0.86|0.85|0.85|0.78|0.72,6,7,2,2,12,1
20260906_101259_CAM#000802_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,1,23,4
20260906_101259_CAM#000803_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,10,0,0,0,39,1
20260906_101301_CAM#000805_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,1,1,0.837,0.84|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,1,0,3,30,2
20260906_101301_CAM#000806_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,1,1,0.855,0.85|0.00|0.00|0.00|0.00|0.00|0.00|0.00,5,1,0,0,19,0
20260906_101303_CAM#000809_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,10,0,0,0,36,4
